3993,0
23908,0
33720,0
36881,0
40151,0
40359,0
45348,0
50552,0
57791,0
75010,0
80296,0
96909,0
98743,0
100463,0
116231,0
121077,0
128673,0
129677,0
148344,0
153932,0
154459,0
156514,0
161785,0
175222,0
175589,0
182855,0
184959,0
232633,0
238196,0
258454,0
268109,0
269837,0
298145,0
308953,0
330935,0
340415,0
341050,0
348109,0
354298,0
367445,0
371956,0
382156,0
386750,0
389804,0
401457,0
417503,0
420626,0
422554,0
432412,0
434884,0
435110,0
443818,0
456265,0
456643,0
459483,0
464596,0
468091,0
473307,0
473840,0
475566,0
487518,0
491265,0
510774,0
535470,0
545952,0
555751,0
556937,0
564932,0
565215,0
569223,0
577318,0
584536,0
586161,0
597349,0
597483,0
609377,0
613940,0
616769,0
629098,0
634851,0
639186,0
642779,0
643463,0
654545,0
661043,0
666542,0
692351,0
692853,0
697333,0
703700,0
716487,0
718173,0
745314,0
749659,0
752815,0
753560,0
755379,0
774785,0
780624,0
805813,0
807687,1
813985,1
859650,1
868081,1
874779,1
876033,1
887269,1
900454,1
911035,1
916210,1
921117,1
923499,1
926070,1
935878,1
937268,1
953778,1
958720,1
969421,1
971471,1
978558,1
983257,1
985430,1
995145,1
1000087,1
1005770,1
1016550,1
1016897,1
1027028,1
1032750,1
1048676,1
1064307,1
1076032,1
1079970,1
1085062,1
1111581,1
1146977,1
1167772,1
1177008,1
1182522,1
1188477,1
1189421,1
1196099,1
1211124,1
1219649,1
1225392,1
1229444,1
1236843,1
1253203,1
1268291,1
1280353,1
1292472,1
1329016,1
1330206,1
1337442,1
1351256,1
1354585,1
1364760,1
1390490,1
1402276,1
1411015,1
1424491,1
1425759,1
1434703,1
1444016,1
1447323,1
1448593,1
1451458,1
1479531,1
1498014,1
1498363,1
1510592,1
1532012,1
1536587,1
1539101,1
1550725,1
1554639,1
1564629,1
1572893,1
1587161,1
1596102,1
1598286,1
1602808,1
1605064,1
1605879,1
1641969,1
1645872,1
1645981,1
1686409,1
1688832,1
1704429,1
1711414,1
1719100,1
1720886,1
1721493,1
1731694,1
1732138,1
1736180,1
1744917,1
1746545,1
1747607,1
1750924,2
1757554,2
1763069,2
1783040,2
1796302,2
1813619,2
1820460,2
1837570,2
1838222,2
1851035,2
1865368,2
1878035,2
1895136,2
1913458,2
1916423,2
1919483,2
1925056,2
1931227,2
1949471,2
1955523,2
1961004,2
1970744,2
1983838,2
1987211,2
1993923,2
2008603,2
2028940,2
2033899,2
2065702,2
2073183,2
2075090,2
2078094,2
2081836,2
2096188,2
2108186,2
2121722,2
2150214,2
2155215,2
