800,0
802,0
804,0
810,0
825,0
831,0
843,0
857,0
857,0
871,0
873,1
876,1
878,1
879,1
879,1
883,1
907,1
918,1
923,1
932,1
932,2
940,2
940,2
941,2
942,2
947,2
950,2
951,2
956,2
959,2
964,3
964,3
965,3
965,3
966,3
971,3
974,3
975,3
975,3
977,3
978,4
982,4
990,4
992,4
995,4
996,4
996,4
1000,4
1004,4
1005,4
1006,5
1010,5
1011,5
1011,5
1013,5
1015,5
1017,5
1025,5
1027,5
1028,5
1033,6
1034,6
1036,6
1042,6
1054,6
1056,6
1057,6
1058,6
1060,6
1066,6
1068,7
1074,7
1076,7
1077,7
1084,7
1087,7
1092,7
1093,7
1097,7
1102,7
1107,8
1108,8
1122,8
1123,8
1133,8
1135,8
1145,8
1151,8
1156,8
1164,8
1165,9
1168,9
1171,9
1173,9
1180,9
1197,9
1199,9
1207,9
1212,9
1214,9
