0,0
1,0
5,0
6,0
8,0
9,0
10,0
11,0
13,0
14,0
16,1
17,1
18,1
21,1
24,1
26,1
27,1
28,1
30,1
32,1
33,2
34,2
39,2
41,2
42,2
43,2
44,2
45,2
51,2
53,2
54,3
57,3
59,3
62,3
63,3
64,3
65,3
66,3
69,3
74,3
75,4
76,4
77,4
79,4
82,4
85,4
86,4
87,4
89,4
92,4
94,5
95,5
96,5
97,5
100,5
101,5
107,5
109,5
111,5
113,5
114,6
116,6
117,6
120,6
122,6
125,6
126,6
128,6
129,6
130,6
134,7
135,7
137,7
140,7
141,7
142,7
144,7
145,7
148,7
149,7
150,8
155,8
157,8
159,8
162,8
165,8
168,8
171,8
174,8
176,8
177,9
178,9
181,9
185,9
186,9
191,9
193,9
194,9
197,9
198,9
